@relation 'Hand-based-all-weka.filters.unsupervised.attribute.Remove-R75-97-weka.filters.unsupervised.attribute.Remove-R6,15,2,4'

@attribute Sigdist numeric
@attribute AYXV numeric
@attribute VEL1X numeric
@attribute VEL4Y numeric
@attribute VEL5 numeric
@attribute VEL6 numeric
@attribute VELCOR numeric
@attribute Initdir numeric
@attribute XSize numeric
@attribute YSize numeric
@attribute TotalTime numeric
@attribute VelYZero numeric
@attribute AvPress numeric
@attribute PIXELCENX numeric
@attribute PIXELCENY numeric
@attribute PTD numeric
@attribute HDRATION numeric
@attribute SET numeric
@attribute DCHANGE numeric
@attribute DUR1 numeric
@attribute DUR2 numeric
@attribute DUR3 numeric
@attribute DUR4 numeric
@attribute TIME3 numeric
@attribute TIME4 numeric
@attribute TIME5 numeric
@attribute TIME6 numeric
@attribute dtfk1 numeric
@attribute ft1 numeric
@attribute dtsk1 numeric
@attribute dtfk2 numeric
@attribute ft2 numeric
@attribute dtsk2 numeric
@attribute dtfk3 numeric
@attribute ft3 numeric
@attribute dtsk3 numeric
@attribute dtfk4 numeric
@attribute ft4 numeric
@attribute dtsk4 numeric
@attribute dtfk5 numeric
@attribute ft5 numeric
@attribute dtsk5 numeric
@attribute dtfk6 numeric
@attribute ft6 numeric
@attribute dtsk6 numeric
@attribute dtfk7 numeric
@attribute ft7 numeric
@attribute dtsk7 numeric
@attribute dtfk8 numeric
@attribute ft8 numeric
@attribute dtsk8 numeric
@attribute dtfk9 numeric
@attribute ft9 numeric
@attribute dtsk9 numeric
@attribute dtfk10 numeric
@attribute ft10 numeric
@attribute dtsk10 numeric
@attribute dtfk11 numeric
@attribute ft11 numeric
@attribute dtsk11 numeric
@attribute dtfk12 numeric
@attribute ft12 numeric
@attribute dtsk12 numeric
@attribute dtfk13 numeric
@attribute ft13 numeric
@attribute dtsk13 numeric
@attribute dtfk14 numeric
@attribute ft14 numeric
@attribute dtsk14 numeric
@attribute sum numeric
@attribute class {43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119}

@data
1330.0461,0.001586,0,-230.295289,-0.211164,-0.365475,0.079271,0.00173,0.177578,11.453026,1387.45048,18.185,70,52,0.422787,1070.968223,1162.431022,265879158.180379,11.453026,18185,166,-7827,-10358,-9344,-8791,0,0,16,0,0,172,93,78,0,16,78,62,110,250,844,938,31,16,46,94,109,32,78,94,78,94,1047,1203,78,78,78,63,125,47,63,109,32,93,78,63,187,93,78,63,7094,79
2003.6944,0.000837,0.172807,-827.210737,0.042788,0.484922,0.065389,0.000263,-0.856025,6.990552,2007.7878,8.614,17,19,0.321047,1388.241669,566.866138,100575586.423215,6.990552,8614,84,-8490,-124,-4392,-4205,16,16,17,0,94,94,16,93,93,16,109,109,32,171,171,16,109,47,125,62,63,62,63,156,78,110,126,109,78,31,47,375,156,47,78,63,16,78,47,78,16,78,31,125,3624,80
2243.25295,-0.010288,-0.200894,108.6961,0.331367,0.288482,0.041267,-0.001994,-0.785498,5.974703,2251.73205,8.706,20,23,0.324869,1357.405219,636.783411,116431864.964672,5.974703,8706,79,-8397,-309,-4644,-4046,7,7,8,0,94,47,141,16,63,47,47,94,93,47,110,31,109,375,78,78,94,109,47,93,16,125,140,94,78,63,78,78,78,47,125,16,109,0,62,16,62,94,15,94,3281,80
2181.26773,-0.011147,0,172.952206,1.290616,0.142943,0.063771,0,-0.844333,4.842313,2181.26773,7.178,16,13,0.336918,1191.117196,646.91758,70980128.153417,4.842313,7178,69,-6263,-915,-3885,-2897,16,16,8,0,62,109,16,93,63,62,78,109,32,171,94,31,125,15,63,140,62,125,109,125,0,16,1176,94,94,31,47,375,156,47,78,63,16,78,94,62,78,78,31,125,4501,80
992.83209,0.007934,-0.088645,0,-0.094594,0.017198,0.006707,0.002565,0.029377,4.442456,1902.43279,24.212,43,38,0.517457,1091.057374,538.366713,409610490.624805,4.442456,24212,181,-21688,-2524,-9603,-14592,7,7,8,0,110,110,78,78,78,63,93,93,94,78,78,203,63,63,94,187,141,0,78,78,94,78,141,0,203,141,109,63,94,78,94,93,16,78,78,78,78,93,32,62,3703,81
2239.06205,-0.001734,0,279.442856,-0.299513,0.180657,0,0,-0.068914,8.776086,2375.21467,17.927,43,32,0.673672,1224.95543,599.152325,484482772.39813,8.776086,17927,189,-13780,-4147,-8243,-9398,0,7,0,7,78,93,125,63,94,62,63,78,31,63,0,0,94,63,62,125,94,63,78,93,94,94,94,125,31,234,328,110,110,93,78,94,93,32,78,32,62,94,31,78,3610,81
2337.302506,-0.002696,0,227.303472,-0.577803,0.341108,0,0,-0.285706,7.90157,2447.335406,17.133,49,26,0.708425,1242.228477,590.020783,487652163.167386,7.90157,17133,189,-13200,-3933,-9097,-8026,15,22,8,0,78,63,109,62,78,63,78,93,94,78,94,171,63,15,78,94,109,16,62,79,110,94,78,93,94,141,109,63,94,78,94,93,16,78,78,16,78,93,32,62,3280,81
633.397016,0.026572,0,-7.613926,-0.281136,-0.202418,0,0.013639,0.478173,1.507983,792.74526,13.626,34,35,0.452793,497.233669,486.311876,114826613.08471,1.507983,13626,136,-4562,-9064,-7620,-5989,0,0,0,8,125,125,47,63,63,0,93,93,32,187,187,0,78,93,47,125,63,31,78,78,94,94,562,110,78,16,94,78,94,78,47,63,15,78,20,88,78,109,16,93,3638,82
1566.58322,0.00004,-0.165392,-3073.37693,-0.022741,-0.123449,0.125218,0.000015,0.186644,12.241733,1747.86004,12.139,40,31,0.487702,1154.819291,250.22934,195686795.987993,12.241733,12139,129,-12139,0,-6245,-5877,0,13,17,0,94,47,125,32,94,16,93,62,16,62,110,31,78,78,78,78,47,117,20,94,47,156,94,78,15,47,47,63,94,31,63,109,172,15,32,32,421,63,46,125,3279,82
1593.09247,-0.007953,0.240192,24.492292,-0.151606,-0.194921,0.115506,-0.003111,0.112163,8.105326,1726.02894,11.801,37,22,0.477682,1143.017679,241.288094,190764057.649483,8.105326,11801,119,-11683,-118,-6101,-5666,16,16,17,0,32,125,32,78,78,16,93,93,32,187,109,47,63,16,94,94,63,15,78,94,47,109,719,94,47,16,94,78,94,78,47,63,15,78,125,15,125,109,16,93,3657,82
1352.85185,0.025529,0,-0.231307,0.006091,0.085278,0,0,-0.160112,2.728938,2176.10243,25.952,79,40,0.544068,997.146515,647.857527,1123368872.21331,2.728938,25952,193,-19048,-6904,-5634,-20284,7,15,7,0,78,78,109,63,63,94,78,78,219,62,62,31,47,46,157,62,63,109,47,94,109,63,78,109,94,547,63,1015,79,125,62,63,203,62,62,188,46,47,47,78,4983,83
693.43284,0.023063,0,-4.952676,-0.090739,-0.114263,0,0.009839,-0.225144,2.702819,2240.62135,23.149,75,34,0.626508,1034.864489,540.731601,978976862.783311,2.702819,23149,183,-18600,-4549,-5642,-17490,0,8,17,0,63,62,125,47,47,125,46,62,63,78,63,94,78,1015,78,125,79,125,62,63,109,63,125,94,78,31,828,62,93,110,93,188,62,485,47,172,63,63,62,63,5531,83
862.52714,0.02548,0.107672,-6.691662,-0.322838,-0.170555,0.019005,0.010383,-0.202592,3.350767,2401.236624,23.684,77,33,0.644288,962.411989,570.683313,1000922773.81915,3.350767,23684,200,-15371,-8313,-5708,-17959,0,7,17,0,47,47,125,78,47,125,62,78,219,62,47,78,109,79,62,125,94,219,47,63,94,188,79,171,79,547,63,1015,79,125,62,63,203,62,63,125,78,47,47,78,5221,83
2180.87794,0.009814,0,-19.522569,0.019492,-0.191672,0,0,-0.227668,8.733141,2200.17526,13.813,40,37,0.625297,1505.40605,540.755218,304985286.81649,8.733141,13813,137,-12676,-1137,-6806,-6990,0,8,15,0,94,94,203,109,109,110,109,109,250,78,78,110,78,78,156,110,125,140,63,62,125,47,94,172,78,94,78,110,47,156,79,94,265,94,63,422,78,93,94,78,4923,84
822.3701,-0.024437,-0.008686,0,-0.359747,8.763002,0.032198,0,-0.155439,2.478203,1657.12418,15.109,55,36,0.672718,1076.236147,470.262638,183408759.853109,2.478203,15109,148,-13059,-2050,-8137,-6939,0,6,8,0,94,79,62,78,78,110,78,78,219,93,94,78,78,110,93,610,62,328,63,109,141,109,156,94,141,93,94,63,78,109,79,156,94,140,93,547,94,110,125,93,5672,84
1701.6638,0.011404,0.024404,-27.132928,0.012181,-0.309576,0.084777,0,-0.192199,6.859083,1721.35082,13.153,42,35,0.724787,1190.02288,523.189832,198940648.815998,6.859083,13153,152,-11554,-1599,-6388,-6748,0,7,7,0,93,94,109,78,63,15,94,109,250,78,93,250,94,78,63,156,94,187,78,109,94,156,78,188,62,94,78,110,47,156,79,94,265,94,93,203,63,93,94,78,4811,84
1573.4054,0.015937,0.358542,-1.707589,0.043317,-0.005416,0.058069,0.008785,-0.573557,7.540241,1609.3684,10.598,21,21,0.626582,1015.670737,424.396812,116392298.475115,7.540241,10598,100,-8714,-1884,-5023,-5558,0,7,17,0,93,93,125,47,47,47,63,63,93,156,156,31,63,63,469,62,78,125,78,141,47,172,78,63,141,78,56,73,78,31,125,79,15,110,78,78,47,62,31,63,3755,85
1701.76113,0.019301,0.033774,-5.585978,-0.041769,-0.107901,0.058801,0.012034,-0.535707,6.944107,1729.82983,9.892,18,17,0.636561,1238.25677,397.296379,124493222.790637,6.944107,9892,102,-9892,0,-5013,-4862,0,8,33,0,47,63,140,47,63,62,63,47,16,47,0,594,656,73,166,16,62,125,78,78,78,62,15,109,16,62,78,63,140,0,63,47,110,62,31,47,63,63,31,78,3739,85
1672.3281,0.014482,-0.277208,-3.095527,-0.011468,0.080261,0.053418,0.008154,-0.600221,7.436064,1698.73997,10.492,23,17,0.659881,1188.502448,402.456458,123408508.71492,7.436064,10492,106,-9288,-1204,-5186,-5290,0,7,17,0,31,47,94,63,78,32,62,63,93,156,0,16,94,62,141,15,94,31,63,78,703,47,844,891,62,78,56,73,78,31,125,79,15,110,78,172,78,62,31,63,5098,85
1055.1096,0.005343,0,-7.291339,0.201019,0.067001,0,0,-0.713509,5.774239,1099.06435,12.312,41,30,0.605643,1204.548482,448.38528,130949841.934903,5.774239,12312,131,-12312,0,-5982,-6314,0,8,8,0,110,110,47,109,109,78,47,47,391,438,438,31,46,94,62,94,78,31,94,110,140,79,78,32,109,94,31,78,109,125,109,109,16,78,15,78,31,78,0,94,4172,86
967.39486,0.004132,0.265604,0,0.318962,-0.32782,0.050901,0.000128,-0.295213,3.132608,1031.8164,13.632,43,34,0.606504,1222.181625,507.569198,108639757.396192,3.132608,13632,136,-13632,0,-5039,-8576,17,17,637,0,109,93,63,110,78,47,94,78,141,78,0,32,46,78,94,78,31,78,15,63,109,47,46,125,110,63,62,78,125,31,62,687,94,78,32,110,31,78,31,94,3593,86
1165.32956,-0.006776,0.158628,0,-12.601632,-9.456771,0.041823,-0.000209,0.012381,4.605348,1383.066,11.155,32,28,0.583071,1095.456154,497.838805,77645294.248038,4.605348,11155,123,-10516,-639,-5011,-6127,0,5,0,563,32,203,31,93,94,31,78,47,391,438,0,31,94,78,47,46,110,31,94,0,94,687,765,844,31,94,31,78,109,125,109,109,16,78,94,62,63,78,0,94,5717,86
1229.3692,-0.000883,0,1.427501,0.056424,0.061553,0,0,-0.038213,1.818058,1334.13692,38.74,129,143,0.402659,809.012717,435.426679,852090288.160112,1.818058,38740,239,-28208,-10532,-20042,-17867,0,7,7,0,110,110,46,125,125,79,93,93,485,594,594,47,140,94,47,93,78,141,62,125,109,63,140,16,125,47,78,78,47,62,109,125,16,93,0,125,62,78,32,93,4935,87
1237.55585,-0.000714,0.188804,1.91297,-0.090964,0.006498,0.06031,-0.001004,-0.201193,13.179589,1252.36997,27.175,124,85,0.499096,762.699985,443.575838,554636162.921183,13.179589,27175,217,-21311,-5864,-14547,-12611,8,8,17,0,94,125,31,125,78,125,94,109,47,78,125,31,141,78,79,109,32,110,0,78,110,109,109,0,109,62,94,62,125,62,125,172,78,94,94,15,63,94,47,93,3515,87
610.6587,-0.023972,-0.079347,26.547326,-0.608092,8.197447,0.017979,-0.002925,-0.131637,1.508976,1087.36897,23.242,78,74,0.483151,694.329811,424.928238,303493208.834724,1.508976,23242,176,-18532,-4710,-13966,-9013,7,7,770,0,94,188,47,63,62,31,94,93,485,594,234,16,109,94,94,109,125,78,94,109,94,172,985,1078,32,47,78,78,47,62,109,125,16,93,93,125,94,78,32,93,6516,87
455.3794,-0.04381,0.054523,33.936087,-1.730933,20.25,0.006303,-0.002164,-0.198578,1.380251,1316.3013,13.994,45,39,0.497337,905.45894,390.502272,129085777.339525,1.380251,13994,163,-13994,0,-6855,-7123,0,7,369,0,93,93,110,47,47,78,31,31,125,63,63,171,79,63,109,172,62,32,78,78,78,78,63,156,78,63,47,93,78,78,47,78,172,78,63,78,63,46,79,78,3344,88
404.8225,-0.02037,-0.029762,6.623104,0.092543,0.123668,0.001935,-0.000126,-0.043346,1.180633,1068.94892,25.564,57,47,0.504605,892.325141,311.235048,152909531.942512,1.180633,25564,179,-25564,0,-12184,-13363,7,7,1458,0,93,94,94,47,78,47,63,79,46,47,47,31,94,93,63,125,78,15,63,78,63,109,109,63,125,62,78,63,78,94,63,125,62,47,63,125,31,62,63,78,3125,88
573.024,-0.04605,0.055978,7.10859,-0.307062,9.477315,0.006579,-0.004862,-0.409828,1.332199,1170.30803,14.422,47,37,0.505879,1028.829848,260.635352,130450466.191191,1.332199,14422,161,-14422,0,-8033,-6372,7,7,1935,0,63,78,78,63,78,47,62,31,125,63,46,47,94,94,47,109,62,16,62,62,79,125,62,141,78,63,47,93,78,78,47,78,172,78,78,62,32,46,79,78,2983,88
500.9348,-0.022039,0.13668,0,-0.390525,0.492737,0.006317,-0.000544,-0.117604,1.977285,1644.74664,23.938,82,53,0.427822,1229.861553,560.624044,328338629.430162,1.977285,23938,193,-22510,-1428,-12192,-11729,8,8,156,0,156,156,16,172,172,292,79,79,128,225,225,40,110,63,78,78,63,47,78,15,140,94,94,93,203,47,62,109,78,63,93,47,15,62,32,93,16,94,47,94,4488,89
1975.43071,0.000611,0.067283,-351.638408,-0.067214,-0.215084,0.034934,0.000077,-0.246628,7.107381,2013.6353,18.968,59,46,0.565676,1216.125779,384.003003,438780223.333491,7.107381,18968,179,-17840,-1128,-9217,-9735,8,8,8,0,109,109,47,109,109,0,63,78,47,62,609,734,0,109,63,172,79,93,32,109,47,125,62,94,78,78,78,78,79,78,172,110,94,78,78,0,63,15,62,47,4343,89
1361.7066,-0.009503,0.112941,0,-25.636364,6,0.017033,-0.001065,-0.41648,2.425931,2130.63442,25.006,88,73,0.543912,1033.649613,427.67756,577638074.787699,2.425931,25006,234,-21884,-3122,-9097,-15892,0,17,475,0,78,15,63,47,78,297,78,79,128,225,0,47,141,93,32,62,94,31,172,47,109,110,812,78,79,47,62,109,78,63,93,47,15,62,47,78,47,94,47,94,4134,89
245.2538,-0.066777,-0.032999,23.03619,-1.490373,20.25,0.005123,-0.0033,-0.254537,1.212655,1206.1735,11.989,33,40,0.483895,754.305993,502.340422,109223391.417122,1.212655,11989,129,-8751,-3238,-6615,-5358,0,8,495,0,63,63,93,63,63,16,93,93,63,140,140,188,109,31,141,62,63,578,94,78,125,62,63,109,78,47,94,141,78,94,188,47,78,62,47,109,47,93,63,62,3999,90
1063.88093,0.00206,0,-189.100162,-0.006498,0.194917,0,0.000881,-0.756654,7.373477,1308.60465,9.983,21,18,0.585669,894.437679,578.206871,99675688.150638,7.373477,9983,102,-7419,-2564,-4753,-5197,7,7,0,17,125,79,93,63,94,78,31,79,62,78,125,207,109,141,62,156,94,78,47,94,94,62,94,63,93,47,78,63,78,125,62,93,110,78,47,438,62,94,31,94,3941,90
1023.14239,0.002382,-0.174334,-85.329921,-0.274661,0.478441,0.024686,0.000235,-0.524808,5.438102,1345.24994,17.513,16,27,0.592425,929.426351,513.117175,117039809.591276,5.438102,17513,106,-15075,-2438,-12409,-5088,0,17,5747,0,47,63,109,63,94,62,78,93,63,140,47,687,94,78,62,94,125,453,78,63,766,93,63,125,94,47,94,141,78,94,188,47,78,62,94,47,62,93,63,62,5077,90
733.9823,0.007183,0.13299,0,-0.345392,-0.121614,0.012566,0.000089,-0.00724,4.251281,2115.02103,17.835,35,26,0.655855,923.584814,435.900654,206476058.227477,4.251281,17835,132,-15332,-2503,-8755,-9063,17,17,1022,0,94,94,78,78,78,52,40,40,271,380,380,47,125,79,15,62,47,16,62,94,94,62,62,78,172,47,62,63,125,32,0,47,15,78,32,94,31,62,16,78,3507,91
1283.84968,0.00844,0.009801,0,0.071662,0.412772,0.00613,0.000208,0.158073,3.603133,2023.08361,15.242,25,19,0.71213,856.190899,456.789651,136315656.42066,3.603133,15242,106,-12836,-2406,-8160,-7065,4,4,541,0,78,31,110,0,78,31,79,78,32,78,0,47,125,63,157,15,62,31,32,78,94,78,94,31,125,63,62,63,312,63,94,62,94,141,62,32,62,78,31,79,3018,91
1312.01578,0.01859,0,-7.197645,-0.061364,0.10468,0,0.004147,-0.084907,3.236047,1320.29995,11.848,35,15,0.750504,881.181675,559.066376,147283976.995317,3.236047,11848,114,-8667,-3181,-6418,-5413,8,8,202,0,62,141,125,78,62,16,94,40,271,380,125,140,94,63,0,94,62,0,32,76,922,62,813,891,62,47,62,63,125,32,0,47,15,78,79,31,156,62,16,78,5659,91
1554.9853,0.010079,0,-11.507221,-0.055691,-0.116023,0,0.002653,-0.350249,7.690859,1646.01359,17.029,40,35,0.551053,968.922247,240.054271,391238680.709682,7.690859,17029,136,-15758,-1271,-8740,-8273,0,7,15,0,94,94,109,78,78,563,78,78,140,79,79,250,93,62,125,63,47,141,62,62,125,63,63,156,47,125,47,63,63,93,63,63,125,62,63,125,62,62,110,78,4205,92
1662.09462,0.008075,0.099906,-6.465688,0.087715,0.063349,0.073436,0.00698,-0.357338,11.763844,1771.34817,16.21,43,40,0.556231,983.24554,178.773772,374216547.619785,11.763844,16210,142,-15424,-786,-8287,-7874,0,7,17,0,78,94,109,63,63,109,62,63,94,62,94,125,125,63,62,172,78,78,63,78,125,62,125,47,156,62,78,63,78,110,62,110,62,78,78,63,46,63,47,78,3438,92
1419.71,0.007509,0.071954,0,-0.064974,-0.020673,0.062365,0.002909,-0.241876,9.794849,1497.77589,16.692,63,51,0.57728,872.85507,190.87993,325955586.124216,9.794849,16692,166,-16292,-400,-8315,-8361,0,8,7,0,78,94,125,47,62,78,47,78,140,79,78,172,125,62,63,125,63,125,83,47,78,110,63,187,78,125,47,63,63,93,63,63,125,62,78,78,47,62,110,78,3585,92
1478.8179,-0.016805,0.02109,0,32.767702,37.065638,0.003225,0,0.456001,1.489229,1972.11718,14,46,49,0.735556,853.655718,213.689157,303098054.470746,1.489229,14000,138,-12311,-1689,-7542,-5985,32,0,0,0,125,125,94,78,78,31,109,109,31,172,172,31,156,110,46,125,94,16,93,109,109,63,172,47,187,0,93,453,140,47,63,32,46,79,31,94,78,78,32,78,3983,93
1299.3783,-0.068257,0.140245,25.346051,-1.072511,8.526316,0.023741,0,-0.121222,1.477767,2014.90235,13.703,35,27,0.732171,1058.546434,227.548544,283168772.652374,1.477767,13703,135,-12490,-1213,-6874,-6812,0,7,8,0,125,47,172,16,109,0,110,125,15,78,110,125,156,453,94,47,31,63,31,94,125,62,15,141,0,93,110,78,829,31,93,109,78,110,62,47,94,157,31,109,4546,93
1219.62414,-0.055069,-0.003661,29.433741,1.350218,-1.62159,0.015906,-0.004081,-0.438597,1.601919,2178.393305,16.33,30,42,0.697751,1079.784885,222.466718,261767099.074409,1.601919,16330,122,-16330,0,-6095,-10218,7,7,473,0,62,78,109,110,93,32,78,109,31,172,172,93,157,31,78,15,94,78,94,94,141,109,719,875,31,0,93,453,140,47,63,32,46,79,109,0,110,78,32,78,5156,93
266.51005,0.011121,0.478572,0,-0.152042,7.714286,0.018282,0.001442,-0.103855,2.886685,750.15495,17.102,22,14,0.685363,591.024592,310.780682,22604226.425534,2.886685,17102,54,-16118,-984,-13382,-3703,0,17,3181,0,110,110,62,78,78,16,63,63,78,62,62,94,94,62,47,94,78,31,94,93,94,31,47,547,93,32,62,110,78,94,63,141,0,78,31,79,46,78,62,63,3438,94
277.9854,0.041679,0.393546,0.702492,0.328393,7.484261,0.052147,0,0.034289,2.17306,763.79949,6.006,13,16,0.706183,633.026313,335.383232,15452426.770317,2.17306,6006,54,-5608,-398,-3581,-2408,17,17,8,0,78,0,156,16,47,31,62,78,61,52,78,94,188,110,62,141,63,62,31,47,297,78,31,110,0,78,78,63,62,110,62,141,94,15,31,31,94,78,47,78,3129,94
-195.6058,0.012472,0.303573,0,-1.272634,10.8,-0.032196,0.001156,0.037152,5.312687,967.2021,6.315,15,14,0.729221,610.809026,399.498001,17386135.159171,5.312687,6315,51,-5016,-1299,-3784,-2514,17,17,760,0,31,93,110,94,94,62,47,63,78,62,79,78,78,16,94,31,94,47,78,109,62,141,895,62,63,32,62,110,78,94,63,141,0,78,78,47,78,78,62,63,3866,94
1505.02175,-0.011099,0.310375,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,0,6806,109,109,79,78,78,109,125,125,63,109,109,47,125,78,109,94,94,0,94,94,78,110,109,47,125,63,78,109,78,93,203,94,47,78,47,78,63,79,31,78,3750,95
1505.02175,-0.011099,0.310375,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,0,6806,78,156,15,78,78,63,78,94,31,110,78,78,187,109,79,46,16,62,47,109,78,94,63,93,125,78,78,78,109,110,62,94,94,62,78,78,94,78,31,94,3373,95
1505.02175,-0.011099,0.310375,127.019087,-1.964377,6.230769,0.028141,-0.00105,0.072456,3.030545,2196.276806,31.934,62,43,0.572048,1201.702963,296.150956,869690667.729234,3.030545,31934,219,-20376,-11558,-11092,-20816,0,17,0,6806,78,94,78,94,94,15,94,125,63,109,93,78,110,78,78,63,94,31,78,94,93,94,843,984,16,63,78,109,78,93,203,94,47,78,94,31,141,79,31,78,5093,95
139.59,-0.044105,0.023896,34.610528,0.466633,-0.740328,0.004924,-0.003521,0.116048,1.913086,1075.0889,9.096,21,25,0.565414,847.386788,610.76318,47106688.476399,1.913086,9096,82,-6150,-2946,-5100,-3979,0,7,519,0,94,94,109,78,78,63,93,93,188,78,78,31,94,94,62,156,110,31,78,109,31,125,78,110,250,78,63,62,78,110,78,93,125,110,125,125,125,78,32,125,3953,96
509.73246,-0.006173,0.12353,27.257653,-5.174235,54,0.034449,-0.000114,-0.00491,4.13112,1016.80745,7.598,29,32,0.659346,950.315127,618.514865,46746231.376394,4.13112,7598,84,-5757,-1841,-3685,-3897,0,17,98,0,62,140,63,78,109,31,94,78,0,78,0,31,109,62,94,313,156,31,125,78,141,125,78,156,16,78,47,63,62,94,62,125,94,235,125,0,94,62,235,125,3921,96
904.8251,-0.003607,0.345795,134.747624,0.150253,-0.085279,0.084847,-0.001769,0.090485,6.236952,1021.1931,8.188,21,22,0.628144,928.437211,586.808498,39190781.999554,6.236952,8188,77,-6739,-1449,-3783,-4388,0,17,17,0,125,78,110,78,78,47,109,93,188,78,0,0,94,0,62,78,156,16,94,78,78,125,203,62,156,78,63,62,78,110,78,93,125,110,125,31,109,78,32,125,3623,96
76.11683,-0.017761,-0.049647,35.061898,0.005908,0.09746,0.002193,-0.008958,0.137536,5.280135,1949.31143,15.88,37,39,0.618995,1134.707612,724.472575,230481063.392543,5.280135,15880,126,-11427,-4453,-9043,-6820,0,17,0,16,109,109,15,125,125,0,47,47,109,203,203,47,62,31,78,47,31,63,31,47,297,31,93,0,125,16,62,94,157,31,62,31,31,47,156,110,62,78,16,62,3231,97
76.11683,-0.017761,-0.049647,35.061898,0.005908,0.09746,0.002193,-0.008958,0.137536,5.280135,1949.31143,15.88,37,39,0.618995,1134.707612,724.472575,230481063.392543,5.280135,15880,126,-11427,-4453,-9043,-6820,0,17,0,16,16,32,62,63,31,109,31,344,94,0,1469,140,31,94,78,63,0,62,156,125,32,31,47,32,141,78,78,78,0,47,63,78,156,16,31,125,15,63,31,94,4361,97
1862.9611,0.007875,0.144305,-194.111545,0.110751,0.168338,0.071231,0.003008,0.127882,5.095641,1953.2098,10.878,30,25,0.643816,1164.513792,804.322574,149080405.104979,5.095641,10878,96,-7257,-3621,-5608,-5253,17,17,16,0,31,47,47,62,31,78,62,47,109,203,141,15,125,125,0,47,125,719,109,78,0,78,859,110,0,16,62,94,157,31,62,31,31,47,94,0,62,78,16,62,4186,97
1273.1291,0.01115,-0.237423,-24.463853,0.009137,0.024364,0.113374,0.005044,-0.479277,5.485888,1302.9521,6.949,12,10,0.616039,1472.438543,811.102658,64055074.892877,5.485888,6949,69,-6949,0,-3635,-3297,0,8,17,0,110,110,250,94,94,62,78,78,203,78,78,249,88,78,282,109,78,344,407,78,94,78,94,531,94,234,79,93,94,140,79,78,47,109,78,391,109,78,109,94,5854,98
1148.96407,0.005318,0.365983,-17.696911,-0.00513,0.269297,0.058915,0,-0.110367,5.41964,1185.8042,16.933,15,9,0.655161,1197.157825,747.883775,68557131.875739,5.41964,16933,70,-7294,-9639,-4761,-12155,0,17,7,0,93,94,93,94,109,94,78,62,157,78,62,204,78,93,63,172,78,172,78,109,125,78,157,78,156,281,63,93,94,172,78,213,94,110,78,516,78,94,125,93,5009,98
966.128,0.005293,0.473727,-38.007329,-0.10233,0.029236,0.145505,0.002952,-0.095706,5.416033,977.0436,7.384,22,11,0.675174,1257.32884,658.303773,54578467.120128,5.416033,7384,76,-7384,0,-3632,-3735,0,17,16,0,78,109,110,78,407,15,78,78,203,78,1109,63,250,32,93,157,94,203,78,78,88,213,63,250,78,234,79,93,94,140,79,78,47,109,93,235,78,78,109,94,5833,98
1121.8701,0.012159,-0.601697,-55.014406,0.116955,-0.669225,0.052181,0.003321,-0.611862,4.876923,1165.9223,16.977,41,42,0.561326,1139.571853,670.362133,110952527.710854,4.876923,16977,166,-13451,-3526,-7955,-9009,0,7,0,17,47,47,62,140,140,32,78,78,79,110,110,15,110,31,47,15,78,16,110,94,62,78,469,578,16,63,78,79,63,47,15,63,31,63,48,5,84,46,109,78,3717,99
992.53978,0.005791,-0.206019,-141.136109,0.281552,-0.817581,0.034112,0.001226,-0.601739,2.850053,1073.62705,22.973,47,41,0.531773,1014.907845,647.33345,102770942.013048,2.850053,22973,173,-14605,-8368,-7280,-15676,7,7,0,3888,31,31,79,46,93,32,31,15,94,31,141,0,94,79,188,31,16,78,48,46,32,93,47,140,16,31,78,63,16,78,62,31,109,31,16,94,0,16,109,16,2360,99
1008.6207,0.011223,-0.229966,0,0.218548,-0.764913,0.022367,0.003811,-0.604561,4.827018,1098.47952,15.431,44,47,0.542711,1085.428026,664.800401,106482305.512982,4.827018,15431,172,-12427,-3004,-7176,-8238,0,7,0,17,16,235,328,32,110,15,16,78,79,110,438,125,31,93,32,47,625,32,79,93,0,31,0,62,16,63,78,79,63,47,15,63,31,63,16,110,15,46,109,78,3677,99
1874.8515,-0.005442,-0.078425,0,0.085647,-0.040608,0.09738,-0.003768,-0.044363,11.910294,2184.58142,21.957,61,33,0.502839,1322.561099,754.143925,1011029604.78954,11.910294,21957,168,-17592,-4365,-10895,-11045,7,7,17,0,125,125,47,110,110,93,94,94,31,79,79,31,140,47,109,94,78,16,46,110,78,78,172,78,94,31,62,79,125,62,109,110,15,94,31,78,16,94,16,78,3298,100
