@relation 'Hand-based-all-weka.filters.unsupervised.attribute.Remove-R75-97-weka.filters.unsupervised.attribute.Remove-R6,15,2,4'

@attribute Sigdist numeric
@attribute AYXV numeric
@attribute VEL1X numeric
@attribute VEL4Y numeric
@attribute VEL5 numeric
@attribute VEL6 numeric
@attribute VELCOR numeric
@attribute Initdir numeric
@attribute XSize numeric
@attribute YSize numeric
@attribute TotalTime numeric
@attribute VelYZero numeric
@attribute AvPress numeric
@attribute PIXELCENX numeric
@attribute PIXELCENY numeric
@attribute PTD numeric
@attribute HDRATION numeric
@attribute SET numeric
@attribute DCHANGE numeric
@attribute DUR1 numeric
@attribute DUR2 numeric
@attribute DUR3 numeric
@attribute DUR4 numeric
@attribute TIME3 numeric
@attribute TIME4 numeric
@attribute TIME5 numeric
@attribute TIME6 numeric
@attribute dtfk1 numeric
@attribute ft1 numeric
@attribute dtsk1 numeric
@attribute dtfk2 numeric
@attribute ft2 numeric
@attribute dtsk2 numeric
@attribute dtfk3 numeric
@attribute ft3 numeric
@attribute dtsk3 numeric
@attribute dtfk4 numeric
@attribute ft4 numeric
@attribute dtsk4 numeric
@attribute dtfk5 numeric
@attribute ft5 numeric
@attribute dtsk5 numeric
@attribute dtfk6 numeric
@attribute ft6 numeric
@attribute dtsk6 numeric
@attribute dtfk7 numeric
@attribute ft7 numeric
@attribute dtsk7 numeric
@attribute dtfk8 numeric
@attribute ft8 numeric
@attribute dtsk8 numeric
@attribute dtfk9 numeric
@attribute ft9 numeric
@attribute dtsk9 numeric
@attribute dtfk10 numeric
@attribute ft10 numeric
@attribute dtsk10 numeric
@attribute dtfk11 numeric
@attribute ft11 numeric
@attribute dtsk11 numeric
@attribute dtfk12 numeric
@attribute ft12 numeric
@attribute dtsk12 numeric
@attribute dtfk13 numeric
@attribute ft13 numeric
@attribute dtsk13 numeric
@attribute dtfk14 numeric
@attribute ft14 numeric
@attribute dtsk14 numeric
@attribute sum numeric
@attribute class {43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119}

@data
1748.83468,-0.0009,0,18.549777,-0.02499,0.209914,0.101879,-0.000859,-0.047182,16.235323,1924.069025,21.549,61,47,0.424372,1001.400992,154.673627,615744887.091633,16.235323,21549,145,-20894,-655,-10598,-10918,17,17,17,0,78,78,94,62,62,94,94,94,156,250,250,31,141,47,125,94,109,62,94,109,78,141,93,157,235,156,63,62,94,62,94,109,47,78,156,63,109,93,47,110,4562,59
1584.32108,0.001362,-0.09511,0,-0.014767,-0.038393,0.078651,0.001225,-0.024973,12.666051,1733.143554,19.104,53,42,0.507116,997.990508,149.752817,495340081.583271,12.666051,19104,141,-19004,-100,-9503,-9584,16,16,17,0,78,219,31,110,63,62,47,47,47,62,0,32,141,62,94,16,47,125,156,78,125,110,172,219,47,63,62,63,79,78,62,94,62,266,16,78,31,110,31,78,3488,59
1736.65213,-0.000396,0,1,0.47512,0.304564,0,0,0.029747,13.879556,1974.9434,17.962,37,37,0.497691,1077.778996,129.350555,502098126.422635,13.879556,17962,131,-17962,0,-9807,-8138,8,8,8,0,16,218,63,31,94,47,125,94,156,250,62,94,94,32,46,172,63,15,62,109,78,94,953,1047,47,156,63,62,94,62,94,109,47,78,78,110,172,93,47,110,5671,59
1279.366496,0.004901,0.035806,-48.867325,-0.162434,0.123451,0.021087,0.002729,-0.081074,7.932079,1296.422227,13.541,37,34,0.463481,754.560404,822.471433,180499276.875186,7.932079,13541,128,-5846,-7695,-6212,-7312,0,0,0,17,93,93,79,78,78,62,63,63,15,78,78,94,78,78,109,94,63,94,78,94,78,47,703,109,78,31,79,62,63,93,63,78,0,94,15,94,469,110,15,78,4015,60
1129.17954,0.002568,0.199325,-147.863864,-0.072471,-0.0075,0.04984,0.001551,-0.294782,7.073417,1146.4301,13.358,30,22,0.56077,718.237763,912.133951,146757807.941114,7.073417,13358,119,-4822,-8536,-6072,-7270,17,0,0,17,94,93,156,62,204,15,78,110,15,93,47,125,219,62,47,94,79,78,15,15,63,78,94,63,46,63,78,62,63,94,62,78,93,32,78,156,78,94,31,78,3294,60
1220.40284,0.00284,0,-147.673095,0.081217,0.454808,0,0,-0.176629,7.299127,1224.98354,12.904,44,31,0.56498,711.652518,864.928538,178472717.864602,7.299127,12904,146,-4934,-7970,-6467,-6421,7,0,0,7,78,78,125,47,78,594,78,63,15,78,94,125,234,15,62,94,141,15,62,78,78,78,859,78,79,31,79,62,63,93,63,78,0,94,78,32,109,110,15,78,4452,60
1834.6976,0.003031,-0.174243,-134.10138,-0.200335,-0.211163,0.072883,0.001771,-0.096123,8.640719,1856.04149,15.661,43,25,0.450073,1055.520355,318.260226,324443116.851414,8.640719,15661,126,-13843,-1818,-7196,-8448,7,7,17,0,94,94,94,78,78,140,94,94,78,125,125,94,78,78,141,250,125,109,172,94,140,110,906,94,891,94,156,78,94,94,203,94,78,78,94,63,109,78,78,78,5954,61
1502.71036,0.012908,0.360457,0.881043,-1.200676,7.043478,0.07041,0.001833,-0.135643,6.850065,2120.64732,18.645,60,39,0.517255,1241.497246,328.055844,368409593.306359,6.850065,18645,155,-17160,-1485,-7933,-10695,17,17,458,0,125,172,15,110,110,109,78,93,16,78,0,62,93,78,78,94,141,93,94,47,93,110,93,266,63,172,62,79,265,78,110,156,109,16,94,703,62,109,813,125,5530,61
1344.32995,-0.011491,-0.211746,62.591103,-0.257291,0.918595,0.034771,-0.000426,-0.082058,3.418119,2169.670066,17.508,49,41,0.538301,1200.749783,384.137284,431306666.146225,3.418119,17508,143,-15289,-2219,-8340,-9152,7,7,390,0,94,93,110,93,172,15,78,94,78,125,891,93,172,94,141,93,94,78,78,156,78,156,1078,78,141,94,156,78,94,94,203,94,78,78,125,31,110,78,78,78,5998,61
1651.47152,0.004942,0,-22.181718,-0.024366,-0.109642,0,0.000122,-0.035918,4.295717,1727.68575,29.149,99,55,0.760235,963.339268,181.630951,477647469.88296,4.295717,29149,224,-27216,-1933,-16555,-12577,0,7,278,0,78,78,110,78,78,109,94,94,0,94,94,109,94,62,157,93,78,15,79,94,94,93,94,109,234,109,62,94,94,125,78,78,594,125,78,47,78,93,47,78,4670,62
1708.48599,0.006223,0,-5.724708,-0.04873,-0.028426,0,0,-0.032874,4.15332,1789.768096,27.485,93,73,0.774803,973.377168,182.389667,698369267.897758,4.15332,27485,242,-24724,-2761,-12569,-14908,0,8,8,0,78,125,16,78,109,16,62,110,78,78,94,78,94,94,78,94,78,31,78,62,94,94,47,109,32,63,78,109,94,78,78,109,78,63,78,31,78,78,47,94,3172,62
1594.94427,0.003,-0.110476,-8.06436,0.142444,0.142442,0.025152,0.000167,0.065319,6.09715,1668.527145,32.812,88,71,0.723756,902.778448,145.42878,529901763.078987,6.09715,32812,240,-32579,-233,-17016,-15780,0,9,413,0,78,94,94,94,79,31,93,94,0,94,94,78,94,31,94,47,47,31,78,78,110,109,62,94,78,109,62,94,94,125,78,78,594,125,94,172,94,93,47,78,4016,62
378.35524,-0.003752,-0.000919,0,-0.03481,-0.0087,0.006715,-0.001317,0.03162,4.317975,956.96654,22.242,23,23,0.57993,755.360258,295.133695,25325807.789575,4.317975,22242,69,-22018,-224,-18704,-3522,0,7,16,0,109,109,141,93,93,16,141,141,265,390,390,63,110,15,78,38,15,93,219,109,109,94,78,94,141,46,125,985,203,62,141,47,172,359,125,94,141,78,110,109,6223,63
1152.95997,0.023977,0.051055,-9.080795,0.112849,-0.218003,0.06903,0.006906,-0.173857,3.620016,1214.3602,6.475,22,20,0.632006,1007.764391,626.443723,36666662.934639,3.620016,6475,75,-5462,-1013,-3106,-3353,8,8,7,0,297,110,47,109,594,94,15,172,250,31,0,15,187,985,94,140,94,125,125,94,94,62,31,78,235,94,172,109,16,110,78,157,282,15,344,406,16,156,313,391,6904,63
1252.95464,0.0272,0.014204,0,0.529942,0.475116,0.041245,0,-0.137554,2.787798,1289.21004,7.091,27,24,0.617726,1011.64555,642.90564,40357702.463809,2.787798,7091,83,-6136,-955,-3593,-3481,8,8,8,0,344,78,141,78,219,110,15,141,265,390,0,46,140,31,125,31,141,187,94,94,125,157,1312,109,94,46,125,985,203,62,141,47,172,359,391,31,109,78,110,109,7576,63
559.9389,-0.074075,0,0,0.113609,-0.320497,0,-0.000458,-0.015356,1.27607,1291.54915,10.543,40,38,0.440349,1110.65393,562.146119,80594066.833446,1.27607,10543,126,-10117,-426,-6389,-4117,8,8,1027,0,110,110,31,141,141,109,94,94,78,156,156,63,93,93,63,78,109,31,110,94,141,109,78,78,78,78,63,234,234,63,157,109,94,63,62,125,94,94,203,140,4641,64
797.4511,-0.026456,-0.019367,0,-0.135213,8.1,0.025581,-0.000981,-0.05495,2.366391,1254.2218,10.538,42,33,0.467237,1635.306013,654.361401,57144971.544767,2.366391,10538,131,-10538,0,-4978,-5544,13,13,428,0,94,172,63,156,128,63,93,94,16,62,0,78,125,234,78,94,94,94,62,641,78,108,94,62,94,78,94,78,156,47,109,141,78,140,32,93,47,78,63,109,4392,64
670.2754,-0.029579,0.233766,0,0.309103,-0.243882,0.037706,-0.001461,-0.060645,2.321613,1135.417,9.48,31,33,0.4343,1655.978888,582.961331,44024967.205615,2.321613,9480,123,-9480,0,-3987,-5476,0,8,487,0,32,344,62,94,110,62,94,94,78,156,125,62,94,93,94,94,125,62,109,94,110,141,797,94,94,78,63,234,234,63,157,109,94,63,109,156,63,94,203,140,5392,64
-657.59544,-0.037424,0,12.541258,-0.51413,-0.38745,0,-0.001156,-0.49815,2.369943,1187.68416,8.933,46,23,0.531526,444.976784,773.634275,39573046.769636,2.369943,8933,95,-1020,-7913,-4517,-4383,0,0,600,0,172,172,31,78,78,16,94,94,141,250,250,47,47,94,15,63,62,47,62,47,31,47,0,31,94,63,62,78,32,141,31,16,78,16,16,78,47,63,31,78,3049,65
-668.7794,-0.019413,0.130625,0,0.025928,0.104491,-0.033286,-0.00072,0.025386,3.883654,1395.23917,8.599,25,16,0.496025,584.358389,584.841853,33619097.487985,3.883654,8599,77,-4024,-4575,-4624,-3958,6,0,396,0,109,110,62,109,94,31,94,78,172,16,0,47,47,78,172,47,47,125,16,94,31,49,141,31,47,15,63,78,31,94,31,968,63,125,16,78,16,63,31,110,3707,65
877.9106,0.049431,0.072965,0,-0.052071,0.19318,0.034378,0.003677,0.045413,2.738527,1956.75182,10.879,34,19,0.549257,763.028593,648.482666,35722988.222826,2.738527,10879,79,-7771,-3108,-6718,-4144,12,0,308,0,16,110,188,62,62,16,78,94,141,250,906,1000,47,78,31,141,94,203,78,91,875,968,735,797,47,63,62,78,32,141,31,16,78,16,110,15,93,63,31,78,8140,65
417.8929,-0.038266,0.084025,0,0.143439,-0.461653,0.010591,-0.008152,-0.340065,1.416886,1248.4714,17.564,52,32,0.493158,1053.11588,600.46536,184549622.939028,1.416886,17564,144,-16437,-1127,-10532,-7015,0,16,1847,0,93,93,172,94,94,125,62,62,391,110,110,15,110,78,235,93,78,109,79,125,204,109,109,47,172,297,78,235,297,31,141,93,282,109,344,62,360,93,32,109,5689,66
638.2536,-0.010892,0.080344,22.535423,0.131218,0.352792,0.021643,-0.000202,-0.828653,3.075649,1293.8881,13.128,30,20,0.613754,1056.661057,673.037346,128447760.246359,3.075649,13128,117,-10334,-2794,-6985,-6126,0,34,637,0,93,172,31,125,93,16,78,94,47,94,125,15,141,235,78,250,16,125,344,125,125,125,218,157,15,78,94,94,172,31,140,78,141,15,62,94,344,94,62,94,4655,66
1454.9907,0.010961,0.007195,-9.505561,0.27289,-0.00975,0.036628,0.000542,-0.107563,3.024358,1902.2713,11.737,24,18,0.633674,1230.85143,681.494263,143703083.302691,3.024358,11737,96,-10244,-1493,-5502,-6218,0,17,105,0,62,394,16,94,79,31,94,62,391,110,0,15,109,16,63,218,125,188,109,94,156,78,1172,1313,16,297,78,235,297,31,141,93,282,109,94,141,266,93,32,109,7678,66
1832.845804,0.001322,0.124998,0,0.005733,-0.068795,0.02073,0.000861,-0.218318,9.436099,1832.845804,21.607,73,53,0.469921,955.232121,216.456941,547031244.460374,9.436099,21607,192,-19571,-2036,-9990,-11600,8,8,17,0,109,109,234,78,78,94,63,63,15,109,109,16,62,31,141,63,46,47,63,63,93,78,62,78,188,94,47,94,109,16,31,94,47,125,15,78,47,62,32,78,3155,67
1492.83354,-0.003683,0.022409,0,0.101911,0.077437,0.032098,-0.000182,-0.079892,2.856162,1653.12825,22.731,59,49,0.503656,939.394102,185.846643,372082452.361944,2.856162,22731,183,-22338,-393,-8882,-13832,7,7,628,0,94,109,16,78,79,15,31,78,63,31,0,15,62,94,78,78,78,63,15,93,110,62,94,62,94,78,63,62,94,47,94,109,78,110,62,31,63,63,47,94,2765,67
784.9765,-0.014394,0,0,-0.667517,20.25,0.030643,-0.000711,-0.110071,2.550494,1366.3014,20.227,70,52,0.522429,744.223305,167.036923,330298509.576888,2.550494,20227,197,-18859,-1368,-8834,-10739,0,7,870,0,62,109,203,16,63,47,47,63,15,109,125,16,63,16,31,94,62,16,79,78,125,109,884,62,78,94,47,94,109,16,31,94,47,125,94,46,47,62,32,78,3729,67
1190.4613,-0.010481,-0.061814,0,-0.016783,9.895959,0.002831,-0.000388,-0.274955,2.481895,2337.39977,36.568,42,34,0.615959,1298.882187,756.063587,261374351.575867,2.481895,36568,140,-22699,-13869,-18518,-18033,7,7,202,0,109,109,16,62,62,32,78,78,31,109,109,31,63,32,140,47,62,32,78,62,110,94,0,47,94,16,188,359,218,47,16,16,47,62,16,78,16,47,46,63,3000,68
2138.77495,0.020392,0,-8.668451,-0.010829,-0.176871,0,0,-0.528779,5.987714,2271.224147,12.254,28,25,0.62644,1112.432023,689.478767,230146352.462286,5.987714,12254,125,-7562,-4692,-6431,-5806,0,7,7,0,94,63,15,47,63,15,32,62,16,47,0,15,94,359,78,47,31,47,16,62,94,78,79,93,94,62,63,94,94,15,62,94,156,16,16,78,15,63,47,47,2969,68
2060.41659,0.010123,0.500002,-22.134689,0.204668,-0.224158,0.024415,0.002066,-0.592524,5.602929,2194.619823,18.629,27,27,0.591926,1085.018209,662.144189,219490239.851829,5.602929,18629,126,-6903,-11726,-6013,-12599,0,7,7,0,16,110,203,16,78,15,79,78,31,109,0,31,94,59,32,79,125,78,78,62,78,94,703,766,31,16,188,359,218,47,16,16,47,62,47,15,94,47,46,63,4467,68
-203.0349,-0.012564,-0.024765,0,0.539642,0.295858,-0.001077,-0.000465,0.002417,3.813537,2106.4035,32.573,103,70,0.489184,955.972356,625.502552,396724900.421811,3.813537,32573,225,-21632,-10941,-16787,-15770,25,25,690,0,82,82,121,102,102,31,118,118,53,91,91,259,144,63,62,109,31,78,16,125,125,93,875,125,125,156,47,78,110,94,187,110,343,125,110,31,125,94,15,125,5127,69
281.4323,-0.000088,0,0,-1.170425,54,0,0,-0.025797,4.291797,1362.89033,21.141,82,55,0.583146,956.687817,620.245818,294893533.755098,4.291797,21141,198,-15304,-5837,-10960,-9820,0,8,8,0,62,109,78,94,16,141,63,110,15,63,78,172,94,78,78,157,219,16,110,16,94,109,110,125,109,79,78,93,94,125,78,125,125,250,110,15,109,156,15,109,4174,69
1315.5245,0.006255,0.008167,0,-0.059067,-0.191967,0.012166,0.000077,-0.008606,4.162297,2039.0794,21.425,114,72,0.593715,948.682642,599.698459,354473056.42374,4.162297,21425,197,-15824,-5601,-10460,-10952,2,2,706,0,110,110,78,109,16,93,532,118,53,91,94,223,125,16,93,110,156,16,78,171,125,125,125,110,219,156,47,78,110,94,187,110,343,125,109,16,125,94,15,125,4970,69
1922.80202,0.006907,-0.17793,-37.990192,-0.430452,-0.211163,0.060231,0.002767,-0.470907,6.308184,2350.36201,16.283,32,24,0.672841,1230.293448,899.179985,565401972.667836,6.308184,16283,126,-9790,-6493,-8679,-7588,0,17,17,0,78,78,94,78,78,16,94,94,15,63,63,62,63,78,94,78,62,32,46,31,93,94,657,78,109,78,15,79,63,109,140,78,16,62,79,15,47,15,47,16,3312,70
1988.00321,-0.003046,-0.150193,173.580648,-0.111384,-0.160113,0.038654,-0.0013,-0.482105,6.364541,2302.50898,17.31,33,26,0.674359,1173.387209,918.234549,498634474.297412,6.364541,17310,136,-8528,-8782,-8528,-8765,0,17,17,0,62,62,94,125,156,32,78,78,79,62,515,63,78,79,62,78,78,31,79,15,47,172,109,63,94,63,62,125,78,79,78,109,172,15,63,47,78,109,16,79,3658,70
2006.32594,0.001562,0.089613,-284.218326,-0.346527,-0.292379,0.057939,0.000648,-0.534985,6.182917,2293.44496,16.662,37,19,0.707384,1302.852046,798.332366,593658803.103867,6.182917,16662,134,-11422,-5240,-8074,-8572,0,7,17,0,63,63,78,78,46,16,78,94,15,63,94,62,79,31,63,109,110,172,16,110,78,109,63,109,78,78,15,79,63,109,140,78,16,62,79,78,62,15,47,16,2985,70
1882.35574,-0.015879,-0.06516,58.277645,-0.086631,-0.140774,0.021971,-0.002561,-0.577283,6.066149,1887.13143,9.36,36,38,0.519043,1029.488715,349.225758,90562485.662788,6.066149,9360,110,-7445,-1915,-4128,-5215,7,7,7,0,94,94,94,78,78,94,94,94,31,140,140,31,62,94,141,219,93,16,94,94,110,78,94,125,94,125,63,109,62,94,62,78,94,109,125,78,94,78,78,62,4296,71
1631.19963,-0.006756,-0.050861,125.593256,-0.194921,-0.111381,0.093632,-0.001629,-0.57082,5.089872,1634.51333,7.963,38,35,0.545297,1056.383141,629.22222,67984440.753803,5.089872,7963,117,-5378,-2585,-4136,-3684,0,17,0,16,94,125,16,78,94,62,94,94,62,78,0,16,62,109,62,110,31,109,125,94,203,78,94,46,32,78,78,63,94,109,62,109,78,78,16,78,46,78,63,78,3310,71
1743.57178,-0.017367,0,54.23441,0.055692,-0.017901,0,-0.001101,-0.522544,6.456956,1745.03378,7.688,38,34,0.553053,1160.898465,680.156633,63454147.403944,6.456956,7688,115,-6826,-862,-3583,-4088,8,8,7,0,16,219,31,63,94,47,78,94,31,140,109,16,78,63,78,94,109,16,78,62,79,109,937,63,31,125,63,109,62,94,62,78,94,109,78,94,78,78,78,62,4249,71
1175.37594,0.006482,-0.096972,-58.323767,0.1267,-0.136442,0.039556,0.004034,-0.480399,6.153251,1366.10662,9.247,22,22,0.380143,1027.599053,994.003148,76206447.282002,6.153251,9247,92,-5013,-4234,-5040,-4146,7,0,0,17,113,113,168,69,69,166,90,90,63,80,80,442,110,65,101,192,89,36,79,79,96,80,78,297,141,47,78,78,69,111,41,63,78,109,81,37,78,33,69,61,8445,72
1240.77202,-0.004381,0,107.285435,0.10468,0.010833,0,0,-0.577007,8.710467,1404.1162,8.165,22,20,0.416242,1165.236885,1054.509396,66004589.599019,8.710467,8165,96,-4955,-3210,-4357,-3792,8,15,15,0,79,68,80,72,98,49,65,78,31,78,70,411,65,78,94,187,89,24,81,94,94,78,172,94,406,58,68,150,78,94,94,141,62,141,79,13,85,78,63,78,4213,72
1329.65627,-0.001436,0.051621,543.761802,0.299345,-0.633493,0.033942,-0.000779,-0.284222,10.37634,1507.81435,8.211,15,18,0.451017,1109.21945,1091.47749,72520166.922452,10.37634,8211,86,-4331,-3880,-3669,-4525,8,0,0,16,79,39,136,79,79,21,104,90,63,80,73,185,103,109,31,172,11,73,31,47,94,141,74,258,89,47,78,78,69,111,41,63,78,109,78,15,94,33,69,61,3365,72
1080.5547,-0.003658,0.09398,0,-0.074,-0.017164,0.007799,-0.001564,-0.548895,5.32795,2074.45082,25.395,23,21,0.631508,1162.541094,587.851675,306885381.325626,5.32795,25395,117,-21976,-3419,-7243,-18135,7,7,17,0,94,94,125,63,63,78,109,109,63,78,78,125,47,78,109,172,46,16,63,125,78,63,63,172,78,265,79,78,141,46,32,62,32,109,41,65,78,78,15,63,3560,73
1908.37782,0.00616,0.071461,-7.32769,-0.042788,-0.045165,0.042853,0.001965,-0.495641,5.682681,2057.49271,13.907,13,14,0.650024,1202.869143,567.995505,244939221.689041,5.682681,13907,98,-11300,-2607,-7689,-6202,0,17,17,0,78,156,31,63,62,63,78,94,31,94,78,125,203,78,93,110,172,116,41,63,141,46,63,109,62,31,62,79,156,47,94,126,46,219,47,63,62,78,47,46,3641,73
2064.70488,0.011163,-0.004622,-23.995697,-0.036549,-0.268012,0.024704,0.003178,-0.4679,4.651816,2202.90415,12.258,20,15,0.694442,1311.499757,550.590935,269258794.248917,4.651816,12258,105,-9951,-2307,-6161,-6080,0,8,0,17,47,63,62,78,63,15,94,109,63,78,62,125,110,78,47,63,32,31,62,94,62,126,906,94,172,265,79,78,141,46,32,62,32,109,46,47,94,78,15,63,4048,73
1737.43183,0.009286,0,0,0.080056,0.062652,0.070887,0.003178,-0.08776,8.96795,1823.19724,13.56,27,23,0.633102,1157.481044,630.24391,192725561.549755,8.96795,13560,119,-10619,-2941,-6495,-6363,7,7,0,17,110,110,125,78,78,31,78,78,156,141,141,16,125,110,125,203,78,16,94,109,110,78,109,16,140,47,63,94,94,125,78,187,16,94,109,32,109,79,78,62,3862,74
1847.46492,0.012169,-0.282733,-36.651956,0.090499,0.080057,0.097323,0.002776,-0.130396,7.823113,1891.61461,12.574,31,31,0.627362,1039.092479,595.808837,216514879.494955,7.823113,12574,132,-10047,-2527,-5565,-6992,7,7,7,0,125,110,125,94,32,218,110,78,16,62,172,15,94,94,62,125,109,63,109,78,94,78,109,79,15,63,93,79,78,110,78,110,93,32,78,16,93,94,31,63,3611,74
2021.43232,0.019892,-0.026178,-18.044251,0.034111,-0.068222,0.021311,0.003348,-0.041131,6.522438,2129.51625,11.734,25,25,0.647905,1154.062031,613.202996,212091650.326874,6.522438,11734,118,-8978,-2756,-5736,-5982,7,7,7,0,78,78,125,110,94,31,78,78,156,141,125,109,125,47,78,109,94,15,63,63,93,110,129,62,109,47,63,94,94,125,78,187,16,94,63,62,47,79,78,62,3614,74
391.8147,-0.007034,0.105767,34.031137,0.241989,0.528244,0.017366,-0.001412,0.187199,2.893431,1289.59986,17.816,68,52,0.526377,754.541504,391.644872,298159471.301302,2.893431,17816,152,-12921,-4895,-9218,-8581,8,8,800,0,78,78,125,47,47,46,63,63,47,62,62,141,62,63,125,78,62,110,78,78,110,78,63,140,79,78,62,79,79,140,47,63,15,78,47,94,63,78,16,62,3080,75
1096.1404,0.005842,0,0,-0.014994,0.005734,0,0,0.279114,10.60215,1098.382034,17.115,72,54,0.637053,621.471115,363.311534,255561553.43713,10.60215,17115,169,-11293,-5822,-8581,-8481,0,7,7,0,62,93,110,94,78,78,63,62,32,93,78,157,62,79,62,125,94,203,47,78,156,94,141,62,125,47,109,47,109,94,62,125,47,78,47,47,62,63,47,78,3515,75
64.2787,-0.004171,0.019538,471.394104,-0.242994,-0.542399,0.002388,-0.000335,0.988973,5.219547,1102.76776,14.748,61,49,0.662095,660.792257,345.580873,200347190.707008,5.219547,14748,162,-11477,-3271,-8145,-6587,8,8,732,0,47,94,94,62,78,47,62,63,47,62,63,140,78,46,47,141,78,31,63,63,78,125,79,171,94,78,62,79,79,140,47,63,15,78,78,62,63,78,16,62,3141,75
1315.23211,0.005378,0,-54.876919,0.041036,-0.041035,0.035969,0,-0.630323,8.013559,1330.82585,15.64,45,39,0.477064,826.736555,196.457519,152143958.446126,8.013559,15640,149,-15000,-640,-8819,-6787,8,8,8,0,93,93,157,47,47,47,78,78,250,328,328,62,172,157,93,313,47,78,125,422,47,250,1078,94,172,62,78,344,140,234,63,47,125,78,62,125,125,78,31,94,6577,76
1354.11887,0.006744,0.069204,-23.105276,-0.175429,-0.155936,0.033849,0.004946,-0.54114,9.822735,1360.356354,10.983,31,30,0.54722,713.640995,129.240016,114918039.228743,9.822735,10983,134,-10784,-199,-5678,-5289,8,8,17,0,32,31,47,110,141,62,157,46,79,31,0,62,172,344,94,140,140,235,62,359,515,63,62,188,282,62,78,78,16,93,63,94,78,62,156,16,78,62,281,79,5172,76
1364.44975,0.003796,0,-105.477659,0.189188,-0.137591,0,0.001181,-0.744136,8.050666,1364.44975,10.321,27,23,0.524684,770.67232,164.88671,101583560.49859,8.050666,10321,126,-10321,0,-5129,-5026,0,7,8,0,156,297,47,78,125,78,15,78,250,328,0,63,172,47,63,62,109,141,62,94,125,94,0,47,140,62,78,344,140,234,63,47,125,78,79,31,109,78,31,94,4420,76
2270.73659,0.002538,0,-225.503977,-0.127448,-0.322369,0,0.001109,0.015706,7.070827,2327.16642,13.479,31,35,0.541024,1381.012511,652.691339,181776703.311102,7.070827,13479,111,-9800,-3679,-6071,-7391,0,8,7,0,125,125,31,94,94,172,109,109,63,172,172,47,109,63,78,94,79,78,78,109,156,94,78,109,63,110,250,78,156,63,141,78,47,125,15,63,78,78,78,125,4252,77
211.09985,0.010743,-0.01637,-74.463838,0.180998,-0.135748,0.000966,0.004844,-0.196037,4.119526,2288.08465,26.699,28,33,0.529626,1317.801371,764.13943,154323664.319907,4.119526,26699,101,-23337,-3362,-19971,-6711,0,7,0,16,94,78,125,78,78,62,63,156,16,78,0,31,109,78,94,62,109,94,15,110,109,94,141,78,110,78,78,63,110,47,62,109,94,62,410,94,62,109,172,125,3846,77
2242.66789,0.002136,0.163603,-471.241987,0.146191,-0.204665,0.056323,0.000685,-0.086696,6.881531,2303.09369,11.681,31,29,0.534916,1306.373956,817.092765,142819481.115274,6.881531,11681,104,-8301,-3380,-5867,-5798,7,7,8,0,410,110,15,94,78,109,78,109,63,172,0,15,109,47,93,141,93,172,94,141,125,109,828,94,109,110,250,78,156,63,141,78,47,125,125,266,109,78,78,125,5502,77
1030.35447,0.005785,0.065469,-2.760426,0.020884,0.041764,0.033394,0.000179,-0.047097,6.82213,1249.05464,14.101,42,32,0.294374,802.209272,1088.286241,80173230.443289,6.82213,14101,135,-4690,-9411,-8375,-5709,0,0,691,0,93,93,94,78,78,891,78,78,234,94,94,47,94,63,984,63,63,218,47,79,109,62,78,156,78,78,78,78,63,140,94,78,828,78,78,297,78,63,219,78,6749,78
187.8113,0.00679,0,0,0.360481,0.257219,0,0,-0.133899,4.158083,1202.37256,15.822,41,41,0.42415,995.965702,1109.145727,134014694.698883,4.158083,15822,120,-8421,-7401,-10331,-5475,8,0,8,0,62,47,141,62,78,250,63,62,188,62,93,63,109,78,63,203,78,250,78,93,47,78,125,62,125,62,94,62,78,140,78,94,62,344,94,484,79,78,204,62,4935,78
386.1607,0.009179,0,-32.792562,0.351872,-0.301197,0,0.000397,-0.046259,6.621491,1604.73713,12.409,43,30,0.516066,998.51557,1098.05843,100427024.202494,6.621491,12409,126,-6386,-6023,-7977,-4399,8,0,398,0,94,78,94,62,47,235,62,78,234,94,141,203,109,219,78,125,78,375,47,62,78,94,110,141,78,78,78,78,63,140,94,78,828,78,62,375,63,63,219,78,6250,78
1569.3122,0.002887,-0.018339,-39.878586,-0.10632,-0.115177,0.055847,0.002879,0.09983,9.214988,1625.54694,24.809,100,71,0.434529,1191.525539,1147.639803,561688772.804352,9.214988,24809,203,-12542,-12267,-12791,-12001,0,17,16,0,93,93,63,94,94,78,62,62,110,250,250,63,63,78,94,78,125,46,0,187,266,93,62,204,344,78,78,63,125,47,63,109,32,93,47,78,78,93,78,63,4202,79
1353.82652,0.003064,0.243498,0,-0.005733,-0.040132,0.062544,0.003902,0.093919,9.108997,1401.77714,20.2,81,66,0.40575,961.732087,1130.142486,342712396.178829,9.108997,20200,183,-7486,-12714,-10414,-9770,0,0,17,0,94,94,47,109,62,47,78,78,31,78,125,16,63,63,62,141,78,16,47,62,516,78,94,266,16,63,93,63,125,15,78,94,93,547,0,78,31,62,16,78,3891,79
